Company Name,Rating,Reviews,Industry,Location,Extra Locations
Axis Direct,3.7,(2.2k),Financial Services,Mumbai,+263 other locations
Ola Electric Mobility,3.3,(2.2k),Automobile,Bangalore / Bengaluru,+349 other locations
NoBroker,3.1,(2.2k),Real Estate,Bangalore / Bengaluru,+46 other locations
suzuki motor gujarat,4.2,(2.2k),Automobile,Ahmedabad,+110 other locations
Foundever,3.5,(2.2k),BPO,Hyderabad / Secunderabad,+22 other locations
KocharTech,3.9,(2.2k),IT Services & Consulting,Kolkata,+26 other locations
Care Health Insurance,3.5,(2.2k),Internet,Gurgaon / Gurugram,+226 other locations
Himalaya Wellness,4.1,(2.2k),Bangalore / Bengaluru +220 other locations,,N/A
V-Mart,4.1,(2.2k),Retail,Gurgaon / Gurugram,+270 other locations
DBS Bank,3.8,(2.2k),Banking,Hyderabad / Secunderabad,+162 other locations
Star Health & Allied Insurance,3.5,(2.2k),Insurance,Chennai,+302 other locations
BT Group,3.9,(2.2k),Telecom,Gurgaon / Gurugram,+22 other locations
Taj Hotels Resorts and Palaces,4.2,(2.2k),Mumbai +103 other locations,,N/A
Mahindra Rural Housing Finance,4.0,(2.2k),NBFC,Mumbai,+445 other locations
JCB,3.9,(2.2k),Pune +105 other locations,,N/A
Intellect Design Arena,3.9,(2.2k),Software Product,Chennai,+39 other locations
Datamatics Global Services,3.4,(2.2k),IT Services & Consulting,Mumbai,+33 other locations
Gallagher,3.7,(2.2k),Insurance,Bangalore / Bengaluru,+26 other locations
Parle Agro,4.0,(2.2k),Beverage,Mumbai,+233 other locations
Bharat Financial Inclusion,3.9,(2.2k),NBFC,Hyderabad / Secunderabad,+421 other locations
Adani Power,3.9,(2.2k),Power,Mundra,+116 other locations
ICICI Securities,3.9,(2.2k),Financial Services,Mumbai,+140 other locations
IntouchCX,2.8,(2.1k),BPO,Hyderabad / Secunderabad,+20 other locations
Sagility,3.9,(2.2k),BPO,Bangalore / Bengaluru,+24 other locations
Info Edge,3.9,(2.1k),Internet,Noida,+66 other locations
Cybage,3.8,(2.1k),IT Services & Consulting,Pune,+13 other locations
Planet Spark,3.8,(2.1k),EdTech,Gurgaon / Gurugram,+61 other locations
Biocon Limited,4.0,(2.1k),Biotechnology,Bangalore / Bengaluru,+63 other locations
Aditya Birla Group,4.1,(2.1k),Metals & Mining,Mumbai,+246 other locations
Lifestyle,4.3,(2.1k),Retail,Bangalore / Bengaluru,+127 other locations
Cholamandalam MS General Insurance,3.7,(2.1k),Insurance,Chennai,+365 other locations
3i Infotech,3.4,(2.1k),IT Services & Consulting,Mumbai,+117 other locations
Canara HSBC Life Insurance,3.6,(2.1k),Insurance,Gurgaon / Gurugram,+290 other locations
Delhi Public School,3.8,(2.1k),New Delhi +261 other locations,,N/A
Emcure Pharmaceuticals,3.7,(2.1k),Pune +107 other locations,,N/A
Akums Drugs & Pharmaceuticals Limited,4.3,(2.1k),Pharma,Haridwar,+33 other locations
Huawei Technologies,4.0,(2.1k),Telecom,Bangalore / Bengaluru,+104 other locations
Xoriant,4.1,(2.1k),IT Services & Consulting,Pune,+23 other locations
Mahindra Holidays & Resorts,3.5,(2.1k),Hospitality,Mumbai,+106 other locations
Lava International,4.0,(2.1k),Consumer Electronics & Appliances,Noida,+219 other locations
Syngene International,3.9,(2.1k),Clinical Research,Bangalore / Bengaluru,+20 other locations
Unacademy,3.0,(2.1k),EdTech,Bangalore / Bengaluru,+67 other locations
Eureka Forbes,3.7,(2.1k),Consumer Electronics & Appliances,Mumbai,+175 other locations
Niva Bupa Health Insurance Company,3.6,(2.1k),Insurance,New Delhi,+241 other locations
Exl India,3.5,(2k),Logistics,New Delhi,+39 other locations
Bureau Veritas,3.8,(2k),Other,Mumbai,+132 other locations
Hero FinCorp,4.0,(2k),NBFC,New Delhi,+365 other locations
Myntra,3.9,(2k),Internet,Bangalore / Bengaluru,+101 other locations
Cadila Pharmaceuticals,3.4,(2k),Pharma,Ahmedabad,+126 other locations
Photon Interactive,4.1,(2k),IT Services & Consulting,Chennai,+13 other locations
Nokia Networks,4.2,(2k),Hardware & Networking,Bangalore / Bengaluru,+86 other locations
Simplex Infrastructures,3.4,(2k),Engineering & Construction,Kolkata,+135 other locations
Laurus Labs,4.2,(2k),Pharma,Visakhapatnam,+29 other locations
Ola Cabs,3.3,(2k),Internet,Bangalore / Bengaluru,+103 other locations
Sobha,3.8,(2k),Real Estate,Bangalore / Bengaluru,+37 other locations
Tata Advanced Systems,3.7,(2k),Defence & Aerospace,Bangalore / Bengaluru,+44 other locations
Radisson Hotels,4.0,(2k),New Delhi +119 other locations,,N/A
Straive,3.4,(2k),Analytics & KPO,Chennai,+28 other locations
GlaxoSmithKline Pharmaceuticals,4.1,(2k),Pharma,Bangalore / Bengaluru,+203 other locations
Whirlpool,3.9,(2k),Consumer Electronics & Appliances,Pune,+155 other locations
Aditya Birla Capital,3.9,(2k),Financial Services,Mumbai,+255 other locations
State Street Syntel,3.7,(2k),Financial Services,Pune,+22 other locations
Cisco,4.2,(2k),Hardware & Networking,Bangalore / Bengaluru,+43 other locations
Renault Nissan Technology & Business Centre India,3.8,(2k),Automobile,Chennai,+16 other locations
Kia Motors,3.9,(2k),Automobile,Anantapur,+169 other locations
Indian Railways,4.2,(2k),Railways,Kolkata,+227 other locations
RMSI,3.7,(2k),IT Services & Consulting,Hyderabad / Secunderabad,+21 other locations
Adani Group,3.9,(2k),Power,Ahmedabad,+167 other locations
Team Computers,3.7,(2k),IT Services & Consulting,New Delhi,+95 other locations
Extramarks Education,3.5,(2k),EdTech,Noida,+105 other locations
GVK Emergency Management and Research Institute,3.6,(1.9k),Lucknow +191 other locations,,N/A
Sopra Steria,3.8,(1.9k),IT Services & Consulting,Noida,+18 other locations
Aavas Financiers,3.9,(1.9k),Financial Services,Jaipur,+270 other locations
Endurance Technologies,3.9,(1.9k),Auto Components,Aurangabad,+44 other locations
Physicswallah,3.7,(1.9k),EdTech,Noida,+104 other locations
Shahi Exports,4.0,(1.9k),Fashion & Textile,Bangalore / Bengaluru,+66 other locations
BHEL,4.1,(1.9k),Electrical Equipment,Bangalore / Bengaluru,+118 other locations
Apollo Pharmacy,3.8,(1.9k),Hyderabad / Secunderabad +253 other locations,,N/A
Ninjacart,3.9,(1.9k),Internet,Bangalore / Bengaluru,+105 other locations
Ambuja Cements,3.8,(1.9k),Building Material,Mumbai,+234 other locations
upGrad,3.6,(1.9k),EdTech,Bangalore / Bengaluru,+48 other locations
Henry Harvin Education,3.8,(1.9k),Noida +29 other locations,,N/A
Lodha Group,4.0,(1.9k),Real Estate,Mumbai,+23 other locations
Life Insurance Corporation of India,4.4,(1.9k),Insurance,New Delhi,+447 other locations
Bank of Baroda,3.5,(1.9k),Banking,Mumbai,+280 other locations
Panasonic Life Solutions India,4.0,(1.9k),Consumer Electronics & Appliances,Haridwar,+151 other locations
ValueLabs,3.7,(1.9k),IT Services & Consulting,Hyderabad / Secunderabad,+17 other locations
TCE,3.8,(1.9k),Engineering & Construction,Mumbai,+124 other locations
Adani Wilmar,4.1,(1.9k),FMCG,Ahmedabad,+183 other locations
SBI Securities,3.8,(1.9k),Financial Services,Mumbai,+287 other locations
Pfizer,3.9,(1.9k),Pharma,Visakhapatnam,+117 other locations
Bharti AXA Life Insurance,3.8,(1.9k),Insurance,Mumbai,+234 other locations
Force Motors,3.6,(1.9k),Automobile,Pune,+95 other locations
Coromandel International,4.1,(1.9k),Agro Chemicals,Visakhapatnam,+168 other locations
Renault-Nissan,4.1,(1.9k),Chennai +81 other locations,,N/A
Microsoft Corporation,3.9,(1.9k),Software Product,Bangalore / Bengaluru,+44 other locations
Sify Technologies,3.8,(1.9k),IT Services & Consulting,Chennai,+123 other locations
Raymond Lifestyle Limited,4.1,(1.9k),Fashion & Textile,Mumbai,+133 other locations
Allstate,3.8,(1.9k),Insurance,Pune,+13 other locations
Meesho,3.7,(1.9k),Internet,Bangalore / Bengaluru,+117 other locations
SBI General Insurance,3.6,(1.9k),Insurance,Mumbai,+264 other locations
CAMS,3.6,(1.9k),Financial Services,Chennai,+100 other locations
TaskUs,3.2,(1.9k),BPO,Indore,+33 other locations
Reliance Trends,4.1,(1.9k),Retail,Bangalore / Bengaluru,+366 other locations
Cargill,4.0,(1.9k),Food Processing,Bangalore / Bengaluru,+106 other locations
Star Union Dai-ichi Life Insurance,3.9,(1.9k),Insurance,Mumbai,+287 other locations
Future Generali India Life Insurance,3.5,(1.8k),Insurance,Mumbai,+186 other locations
HSBC Electronic Data Processing,4.1,(1.8k),Banking,Bangalore / Bengaluru,+17 other locations
Bharat Petroleum,4.1,(1.8k),Oil & Gas,Mumbai,+244 other locations
Delphi TVS,3.9,(1.8k),Auto Components,Chennai,+49 other locations
Foxconn,3.8,(1.8k),Electronics Manufacturing,Chennai,+51 other locations
Spark Minda,3.9,(1.8k),Auto Components,Pune,+66 other locations
SAP,4.2,(1.8k),Software Product,Bangalore / Bengaluru,+53 other locations
Brakes India,3.9,(1.8k),Auto Components,Chennai,+88 other locations
BNP Paribas,3.8,(1.8k),Financial Services,Mumbai,+25 other locations
Power Mech Projects,3.8,(1.8k),Engineering & Construction,Hyderabad / Secunderabad,+141 other locations
Poonawalla Fincorp,3.7,(1.8k),NBFC,Pune,+254 other locations
Daikin Airconditioning India Pvt. Ltd.,4.1,(1.8k),Consumer Electronics & Appliances,Neemrana,+101 other locations
Kotak Securities,3.6,(1.8k),Financial Services,Mumbai,+133 other locations
CitiusTech,3.3,(1.8k),IT Services & Consulting,Mumbai,+16 other locations
YASH Technologies,3.8,(1.8k),IT Services & Consulting,Hyderabad / Secunderabad,+28 other locations
Mercedes-Benz Research and Development India,3.8,(1.8k),IT Services & Consulting,Bangalore / Bengaluru,+47 other locations
ITC Hotels,4.1,(1.8k),New Delhi +88 other locations,,N/A
Tata Motors Finance,4.1,(1.8k),NBFC,Mumbai,+242 other locations
Saint-Gobain,4.0,(1.8k),Engineering & Construction,Mumbai,+95 other locations
Novartis,4.1,(1.8k),Pharma,Hyderabad / Secunderabad,+73 other locations
Senco Gold,4.4,(1.8k),Jewellery,Kolkata,+73 other locations
FirstCry,3.5,(1.8k),Internet,Pune,+188 other locations
Morgan Stanley,3.6,(1.8k),Financial Services,Mumbai,+17 other locations
Google,4.4,(1.8k),Software Product,Bangalore / Bengaluru,+82 other locations
JK Tyres,3.6,(1.8k),Auto Components,Chennai,+132 other locations
Reliance General Insurance,3.6,(1.8k),Insurance,Mumbai,+187 other locations
L&T Energy Hydrocarbon,3.8,(1.7k),Engineering & Construction,Vadodara,+83 other locations
Crisil,3.6,(1.7k),Analytics & KPO,Mumbai,+69 other locations
Parle Products,3.9,(1.7k),FMCG,Mumbai,+226 other locations
AECOM,4.2,(1.7k),Engineering & Construction,Gurgaon / Gurugram,+117 other locations
Zepto,3.5,(1.7k),Internet,Bangalore / Bengaluru,+77 other locations
IDBI Bank,3.5,(1.7k),Banking,Mumbai,+306 other locations
Biological E,4.2,(1.7k),Pharma,Hyderabad / Secunderabad,+62 other locations
SGS,3.9,(1.7k),Clinical Research,Mumbai,+131 other locations
Honeywell Automation,3.7,(1.7k),Industrial Automation,Pune,+77 other locations
Infinite Computer Solutions,3.4,(1.7k),IT Services & Consulting,Bangalore / Bengaluru,+35 other locations
NCR Corporation,3.7,(1.7k),IT Services & Consulting,Hyderabad / Secunderabad,+87 other locations
Paisabazaar.com,3.4,(1.7k),Internet,Gurgaon / Gurugram,+31 other locations
Nuvoco Vistas,4.1,(1.7k),Building Material,Kolkata,+173 other locations
Gabriel India Limited,4.1,(1.7k),Auto Components,Pune,+44 other locations
Future Retail,4.3,(1.7k),Retail,Mumbai,+197 other locations
Lucas-TVS,3.9,(1.7k),Auto Components,Chennai,+73 other locations
Philips,3.8,(1.7k),Consumer Electronics & Appliances,Bangalore / Bengaluru,+87 other locations
Microland,3.5,(1.7k),IT Services & Consulting,Bangalore / Bengaluru,+43 other locations
KENT RO Systems,3.9,(1.7k),Consumer Electronics & Appliances,Noida,+146 other locations
Jio Platforms,3.4,(1.7k),IT Services & Consulting,Mumbai,+89 other locations
Dr Lal PathLabs,4.1,(1.7k),Healthcare,New Delhi,+183 other locations
R.R. Donnelley,3.8,(1.7k),Marketing & Advertising,Chennai,+23 other locations
EPAM Systems,3.7,(1.7k),IT Services & Consulting,Hyderabad / Secunderabad,+31 other locations
Narayana Health,4.0,(1.7k),Healthcare,Bangalore / Bengaluru,+62 other locations
Iris Software,4.0,(1.7k),IT Services & Consulting,Noida,+24 other locations
Uflex,3.8,(1.7k),Packaging,Noida,+45 other locations
Angel One,3.8,(1.7k),FinTech,Mumbai,+128 other locations
Dhani Loans and Services,3.9,(1.7k),NBFC,Gurgaon / Gurugram,+185 other locations
Newgen Software Technologies,3.8,(1.7k),IT Services & Consulting,Noida,+29 other locations
GAO Tek,4.4,(1.7k),Electrical Equipment,New York,+36 other locations
Safexpress,4.0,(1.7k),Logistics,New Delhi,+149 other locations
Thomson Reuters,4.1,(1.7k),Software Product,Bangalore / Bengaluru,+26 other locations
Motherson Automotive Technologies and Engineering,3.8,(1.7k),Auto Components,Chennai,+62 other locations
AXA Business Services,3.9,(1.7k),Insurance,Pune,+10 other locations
Hindustan Aeronautics,4.3,(1.7k),Defence & Aerospace,Bangalore / Bengaluru,+60 other locations
Sterling & Wilson,4.1,(1.7k),Engineering & Construction,Mumbai,+115 other locations
Stellar Migration,1.3,(1.7k),Dubai +2 other locations,,N/A
Adecco Group,3.7,(1.7k),Bangalore / Bengaluru +161 other locations,,N/A
TVS Sundram Fasteners,3.7,(1.7k),Auto Components,Chennai,+56 other locations
Globiva,3.1,(1.7k),BPO,Gurgaon / Gurugram,+27 other locations
American Broadcasting Company,4.0,(1.6k),Bangalore / Bengaluru +106 other locations,,N/A
G R Infraprojects,4.1,(1.6k),Engineering & Construction,Gurgaon / Gurugram,+149 other locations
Medi Assist India,3.5,(1.6k),Insurance,Bangalore / Bengaluru,+63 other locations
NTPC,4.2,(1.6k),Power,New Delhi,+115 other locations
Honda Cars,4.3,(1.6k),Automobile,Bhiwadi,+107 other locations
Torrent Power,3.8,(1.6k),Power,Ahmedabad,+52 other locations
Aragen Life Sciences,4.0,(1.6k),Clinical Research,Hyderabad / Secunderabad,+26 other locations
Altruist Technologies,3.2,(1.6k),BPO,Bangalore / Bengaluru,+39 other locations
Tata Electronics,4.0,(1.6k),Semiconductors,Hosur,+34 other locations
Spinny,3.6,(1.6k),Internet,Gurgaon / Gurugram,+57 other locations
HTC Global Services,3.5,(1.6k),IT Services & Consulting,Chennai,+31 other locations
SS&C TECHNOLOGIES,3.3,(1.6k),IT Services & Consulting,Mumbai,+29 other locations
Cafe Coffee Day,3.7,(1.6k),Hospitality,Bangalore / Bengaluru,+98 other locations
V-Guard Industries,4.4,(1.6k),Consumer Electronics & Appliances,Kochi,+153 other locations
Kalyan Jewellers,4.6,(1.6k),Jewellery,Thrissur,+139 other locations
PI Industries,3.9,(1.6k),Agro Chemicals,Vadodara,+98 other locations
CMS Infosystems,3.6,(1.6k),Other,Mumbai,+192 other locations
Trident Group,3.4,(1.6k),Fashion & Textile,Barnala,+54 other locations
Haier Appliances India,4.0,(1.6k),Consumer Electronics & Appliances,Pune,+125 other locations
Vedantu,3.3,(1.6k),EdTech,Bangalore / Bengaluru,+68 other locations
Fusion CX,3.5,(1.6k),Kolkata +48 other locations,,N/A
DHL Supply Chain,4.2,(1.6k),Logistics,Mumbai,+93 other locations
MetLife,4.1,(1.6k),Insurance,Noida,+40 other locations
Infinx,3.9,(1.6k),Software Product,Hyderabad / Secunderabad,+34 other locations
BT Business,4.0,(1.6k),Hardware & Networking,Gurgaon / Gurugram,+12 other locations
Trent,4.0,(1.6k),Retail,Mumbai,+130 other locations
Manipal Hospitals,4.1,(1.6k),Healthcare,Bangalore / Bengaluru,+64 other locations
Aditya Birla Health Insurance Co,3.8,(1.6k),Insurance,Mumbai,+234 other locations
NeoSOFT,3.6,(1.6k),IT Services & Consulting,Mumbai,+23 other locations
Innovsource Services,3.9,(1.6k),Recruitment,Mumbai,+225 other locations
NEC,4.3,(1.6k),IT Services & Consulting,Noida,+54 other locations
Tata Power,3.9,(1.6k),Power,Mumbai,+141 other locations
CNH ( Case New Holland),3.8,(1.6k),Industrial Machinery,Gurgaon / Gurugram,+111 other locations
Indian Navy,4.6,(1.6k),Defence & Aerospace,Mumbai,+69 other locations
Aadhar Housing Finance,4.1,(1.6k),Financial Services,Mumbai,+297 other locations
USHA International,4.0,(1.6k),Consumer Electronics & Appliances,Gurgaon / Gurugram,+134 other locations
Jindal Saw,4.0,(1.6k),Iron & Steel,Mundra,+71 other locations
Reckitt Benckiser,4.0,(1.6k),FMCG,Gurgaon / Gurugram,+124 other locations
Shadowfax Technologies,3.5,(1.6k),Logistics,Bangalore / Bengaluru,+205 other locations
BA Continuum,4.1,(1.6k),NBFC,Hyderabad / Secunderabad,+18 other locations
First American Corporation,3.5,(1.5k),Insurance,Bangalore / Bengaluru,+21 other locations
Tata Communications Transformation Services,3.9,(1.5k),Telecom,Pune,+88 other locations
Exela Technologies,3.3,(1.5k),IT Services & Consulting,Chennai,+25 other locations
Tata Play,4.0,(1.5k),Broadcasting,Mumbai,+213 other locations
Polycab Wires,4.0,(1.5k),Electrical Equipment,Vadodara,+152 other locations
USV,4.0,(1.5k),Pharma,Mumbai,+100 other locations
Metro Cash & Carry,4.1,(1.5k),Retail,Bangalore / Bengaluru,+83 other locations
Matrimony.com,4.2,(1.5k),Internet,Chennai,+62 other locations
Hindustan Petroleum,4.2,(1.5k),Oil & Gas,Mumbai,+235 other locations
DIVI'S Laboratories,3.7,(1.5k),Pharma,Visakhapatnam,+34 other locations
FactSet,3.9,(1.5k),Financial Services,Hyderabad / Secunderabad,+16 other locations
MagicBricks,4.2,(1.5k),Internet,Noida,+32 other locations
ICICI Home Finance,3.8,(1.5k),Financial Services,Mumbai,+203 other locations
HighRadius,2.8,(1.5k),Software Product,Hyderabad / Secunderabad,+16 other locations
Mother Dairy Fruit & Vegetable,4.0,(1.5k),Food Processing,New Delhi,+122 other locations
Frankfinn Institute of Air Hostess Training,3.9,(1.5k),Education & Training,Gurgaon / Gurugram,+59 other locations
Orange Business,4.2,(1.5k),IT Services & Consulting,Gurgaon / Gurugram,+49 other locations
Aye Finance,4.1,(1.5k),NBFC,Gurgaon / Gurugram,+316 other locations
Tata Teleservices,3.9,(1.5k),Telecom,Mumbai,+135 other locations
Cavinkare,3.9,(1.5k),FMCG,Chennai,+159 other locations
Bata,3.5,(1.5k),Fashion & Textile,Gurgaon / Gurugram,+139 other locations
CorroHealth infotech,3.2,(1.5k),Analytics & KPO,Hyderabad / Secunderabad,+29 other locations
JSW Bhushan Power & Steel,4.0,(1.5k),Jharsuguda +57 other locations,,N/A
Haldiram Foods International Limited,3.8,(1.5k),FMCG,Nagpur,+141 other locations
Chegg,4.1,(1.5k),EdTech,New Delhi,+77 other locations
HCL Infosystems,3.9,(1.5k),IT Services & Consulting,Noida,+105 other locations
CMA CGM,3.9,(1.5k),Ports & Shipping,Chennai,+30 other locations
Verizon,4.0,(1.5k),Telecom,Hyderabad / Secunderabad,+10 other locations
HERE Technologies,3.8,(1.5k),IT Services & Consulting,Mumbai,+19 other locations
DHL Express,4.0,(1.5k),Logistics,Mumbai,+90 other locations
Sysnet Global Technologies,3.9,(1.5k),IT Services & Consulting,New Delhi,+141 other locations
Honda,4.1,(1.5k),Automobile,Gurgaon / Gurugram,+214 other locations
Isgec Heavy Engineering,3.8,(1.5k),Industrial Machinery,Noida,+81 other locations
HDFC Securities,3.5,(1.5k),Mumbai +179 other locations,,N/A
TELUS Digital,3.6,(1.5k),BPO,Noida,+25 other locations
Yamaha Motor,4.1,(1.5k),Automobile,Chennai,+137 other locations
Arvind Group,3.9,(1.5k),Fashion & Textile,Ahmedabad,+87 other locations
Johnson & Johnson,4.0,(1.5k),Healthcare,Mumbai,+154 other locations
KONE,4.1,(1.5k),Software Product,Chennai,+66 other locations
Security and Intelligence Services (India),4.2,(1.5k),Law Enforcement & Security,New Delhi,+181 other locations
Pine Labs,3.3,(1.5k),Financial Services,Noida,+102 other locations
Medanta the Medicity,3.9,(1.5k),Gurgaon / Gurugram +43 other locations,,N/A
Procter & Gamble,4.1,(1.5k),FMCG,Mumbai,+232 other locations
Wipro Enterprises Ltd,3.8,(1.5k),FMCG,Bangalore / Bengaluru,+112 other locations
Wockhardt,3.8,(1.4k),Pharma,Aurangabad,+80 other locations
Air India,3.5,(1.4k),Aviation,New Delhi,+60 other locations
Vardhman Fabrics,4.0,(1.4k),Fashion & Textile,Baddi,+56 other locations
K12 Techno Services,3.1,(1.4k),EdTech,Bangalore / Bengaluru,+37 other locations
CSB Bank,3.2,(1.4k),Banking,Mumbai,+199 other locations
Hero Motors Company,4.0,(1.4k),Automobile,Ghaziabad,+214 other locations
